id,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2],author_Inasaka,author_Janssen,author_Kossolapov,author_Mortimore,author_Peskov,author_Richenderfer,author_Thompson,author_Weatherhead,author_Williams,geometry_plate,geometry_tube
24042,13.79,3933.0,,8.65351919561243,14.764067574795769,762.0,4.4,0,0,0,0,0,0,1,0,0,0,1
24043,15.51,2858.8,-0.0127,8.65351919561243,14.764067574795769,1423.8,19.3,0,0,0,0,0,0,1,0,0,0,1
24044,6.89,3797.0,-0.0022,12.7,38.1,914.0,3.9,0,1,0,0,0,0,0,0,0,0,0
24045,6.83,4069.0,0.0231,10.8,10.8,432.0,3.5,0,0,0,0,0,0,1,0,0,0,1
24046,6.89,1967.0,-0.0229,37.5,37.5,1953.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24047,13.79,1546.0,0.0981,8.65351919561243,14.764067574795769,591.0,2.3,0,0,0,0,0,0,1,0,0,0,1
24048,13.79,2817.4,0.0753,4.7,4.7,318.0,2.3,0,0,0,0,0,0,1,0,0,0,1
24049,6.89,7934.0,-0.0428,10.3,10.3,794.0,4.1,0,0,0,0,0,0,1,0,0,0,1
24050,6.89,5615.0,0.1334,10.8,10.8,864.0,3.0,0,0,0,0,0,0,1,0,0,0,1
24051,7.03,4066.0,,10.8,10.8,864.0,4.8,0,0,0,0,0,0,1,0,0,0,1
24052,11.03,2731.0,-0.0123,5.0,13.3,2134.0,3.4,0,0,0,0,0,0,1,0,0,0,0
24053,15.51,4123.0,,1.9,1.9,152.0,3.8,0,0,0,0,0,0,1,0,0,0,1
24054,13.79,3813.8,0.0392,4.7,4.7,305.0,2.2,0,0,0,0,0,0,1,0,0,0,1
24055,3.45,5696.0,0.0363,10.3,10.3,762.0,4.8,0,0,0,0,0,0,1,0,0,0,1
24056,11.03,1364.0,,5.6,15.2,1892.8,3.6,0,0,0,0,0,0,0,0,0,0,0
24057,11.03,4069.0,,11.5,11.5,914.0,3.5,0,0,0,0,0,0,1,0,0,0,1
24058,13.79,1537.8,-0.1479,4.7,4.7,617.0,5.9,0,0,0,0,0,0,1,0,0,0,1
24059,6.89,3838.0,,10.3,10.3,794.0,4.8,0,0,0,0,0,0,1,0,0,0,1
24060,13.79,1316.0,,4.7,4.7,318.0,5.3,0,0,0,0,0,0,1,0,0,0,1
24061,13.79,2285.4,-0.0638,1.9,1.9,696.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24062,13.79,5361.0,-0.0202,1.9,1.9,152.0,3.4,0,0,0,0,0,0,1,0,0,0,1
24063,13.79,932.0,,7.7,7.7,457.0,2.7,0,0,0,0,0,0,1,0,0,0,1
24064,13.79,6429.0,-0.0677,8.65351919561243,14.764067574795769,318.0,7.5,0,0,0,0,0,0,1,0,0,0,1
24065,13.789999999999997,4049.0,-0.0434,4.7,4.7,305.0,3.1,0,0,0,0,0,0,1,0,0,0,1
24066,15.51,2211.0,-0.0443,1.9,1.9,152.0,4.8,0,0,0,0,0,0,1,0,0,0,1
24067,11.03,4096.0,,9.5,9.5,1556.0,2.5,0,0,0,0,0,0,0,0,1,0,1
24068,13.79,2817.4,-0.0805,8.65351919561243,14.764067574795769,318.0,4.9,0,0,0,0,0,0,1,0,0,0,1
24069,13.79,5900.0,-0.0413,4.7,4.7,899.6,3.3,0,0,0,0,0,0,1,0,0,0,1
24070,10.462,5357.0,,23.6,23.6,610.0,6.7,0,0,0,0,0,0,1,0,0,0,1
24071,6.889999999999999,3425.8,,8.65351919561243,14.764067574795769,1972.0,3.8,0,0,0,0,0,0,1,0,0,0,1
24072,10.640747282288906,3068.0110229769484,,8.65351919561243,14.764067574795769,832.98739073833,4.8,0,0,0,0,0,0,1,0,0,0,1
24073,6.89,1505.0,,8.65351919561243,14.764067574795769,864.0,3.1,0,0,0,0,0,0,1,0,0,0,1
24074,15.17,2684.0,0.1282,8.65351919561243,14.764067574795769,1836.0,2.2,0,0,0,0,0,0,0,0,1,0,1
24075,7.19,1755.0,0.0376,12.7,42.3,1778.0,3.8,0,1,0,0,0,0,0,0,0,0,0
24076,6.889999999999999,6998.0,-0.0375,8.65351919561243,14.764067574795769,794.0,4.5,0,0,0,0,0,0,1,0,0,0,1
24077,12.07,3255.0,-0.0431,1.9,1.9,152.0,6.0,0,0,0,0,0,0,1,0,0,0,1
24078,6.89,1872.0,-0.065,8.65351919561243,14.764067574795769,610.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24079,6.89,3341.6,0.1484,37.5,37.5,1953.0,3.7,0,0,0,0,0,0,1,0,0,0,1
24080,6.86,2623.2,,10.8,10.8,216.0,10.8,0,0,0,0,0,0,1,0,0,0,1
24081,6.98,1587.0,0.1894,8.5,22.3,2591.0,2.0,0,1,0,0,0,0,0,0,0,0,0
24082,6.919999999999999,830.0,,12.7,38.1,737.0,2.8,0,1,0,0,0,0,0,0,0,0,0
24083,6.89,5723.0,,10.3,10.3,1140.6,3.6,0,0,0,0,0,0,1,0,0,0,1
24084,9.648,1021.0,0.0035,4.6,4.6,229.0,3.5,0,0,0,0,0,0,1,0,0,0,1
24085,13.79,1709.0,0.0792,7.8,7.8,591.0,2.3,0,0,0,0,0,0,1,0,0,0,1
24086,3.86,4123.0,0.0374,10.8,10.8,432.0,4.9,0,0,0,0,0,0,1,0,0,0,1
24087,6.79,4069.0,0.0902,10.8,10.8,432.0,3.0,0,0,0,0,0,0,1,0,0,0,1
24088,11.456,2089.0,,8.65351919561243,14.764067574795769,696.0,2.8,0,0,0,0,0,0,1,0,0,0,1
24089,6.889999999999999,7554.0,-0.0653,10.3,10.3,762.0,4.7,0,0,0,0,0,0,1,0,0,0,1
24090,10.96,4069.0,0.0666,9.3,9.3,1524.0,2.2,0,0,0,0,0,0,1,0,0,0,1
24091,18.27,809.0,,8.65351919561243,14.764067574795769,150.4,2.5,0,0,0,0,0,0,1,0,0,0,1
24092,8.282,1519.0,-0.015,8.65351919561243,14.764067574795769,1778.0,4.1,0,0,0,0,0,0,1,0,0,0,1
24093,6.86,4056.0,0.0884,10.8,10.8,1727.0,0.9,0,0,0,0,0,0,1,0,0,0,1
24094,6.9,4056.0,0.0047,8.65351919561243,14.764067574795769,1085.6,3.5,0,0,0,0,0,0,1,0,0,0,1
24095,6.89,4195.0,0.1263,8.5,22.3,1829.0,2.1,0,1,0,0,0,0,0,0,0,0,0
24096,10.34,5696.0,,10.3,10.3,762.0,7.9,0,0,0,0,0,0,1,0,0,0,1
24097,6.89,3341.6,-0.0158,37.5,37.5,1953.0,4.4,0,0,0,0,0,0,1,0,0,0,1
24098,6.92,1165.0,,12.7,42.3,2743.0,1.8,0,0,0,0,0,0,1,0,0,0,0
24099,13.79,1465.0,0.0196,8.65351919561243,14.764067574795769,457.0,2.5,0,0,0,0,0,0,0,1,0,0,1
24100,6.89,6971.0,-0.0413,10.3,10.3,794.0,3.2,0,0,0,0,0,0,1,0,0,0,1
24101,13.79,6198.0,0.0863,4.7,4.7,318.0,3.5,0,0,0,0,0,0,1,0,0,0,1
24102,7.5840000000000005,4042.0,-0.0102,10.3,10.3,762.0,4.2,0,0,0,0,0,0,1,0,0,0,1
24103,3.45,5967.0,-0.0518,10.3,10.3,762.0,4.5,0,0,0,0,0,0,1,0,0,0,1
24104,15.51,3682.0,,5.6,15.2,2134.0,2.1,0,0,0,0,0,0,0,0,0,0,0
24105,13.79,2055.0,-0.3201,7.7,7.7,457.0,5.1,0,0,0,0,0,0,1,0,0,0,1
24106,13.79,2804.4,0.1712,8.65351919561243,14.764067574795769,1836.0,1.4,0,0,0,0,0,0,1,0,0,0,1
24107,13.79,1313.0,-0.1297,5.7,5.7,625.0,3.7,0,0,0,0,0,0,1,0,0,0,1
24108,15.51,3409.4,,1.9,1.9,152.0,3.3,0,0,0,0,0,0,1,0,0,0,1
24109,13.79,2439.0,-0.068,8.65351919561243,14.764067574795769,1650.0,2.2,0,0,0,0,1,0,0,0,0,0,1
24110,17.24,3648.0,-0.1258,1.9,1.9,152.0,4.1,0,0,0,0,0,0,1,0,0,0,1
24111,13.79,1349.0,-0.0886,11.1,11.1,457.0,3.9,0,0,0,0,0,0,0,1,0,0,1
24112,8.89,4069.0,,11.5,11.5,1524.0,2.8,0,0,0,0,0,0,1,0,0,0,1
24113,11.03,2904.6,0.0279,11.5,11.5,1754.2,2.6,0,0,0,0,0,0,1,0,0,0,1
24114,0.2,1500.0,,15.0,120.0,10.0,3.2,0,0,0,0,0,1,0,0,0,1,0
24115,13.79,2817.4,0.0854,4.7,4.7,318.0,2.2,0,0,0,0,0,0,1,0,0,0,1
24116,6.89,1519.0,0.1913,8.5,22.3,1232.6,3.1,0,1,0,0,0,0,0,0,0,0,0
24117,6.89,2265.0,,8.5,34.34428764411567,2743.0,2.7,0,1,0,0,0,0,0,0,0,0,0
24118,13.79,1546.0,0.0975,7.8,7.8,591.0,2.3,0,0,0,0,0,0,1,0,0,0,1
24119,13.79,1370.0,0.0886,7.7,7.7,457.0,1.6,0,0,0,0,0,0,1,0,0,0,1
24120,6.83,4036.0,,10.8,10.8,864.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24121,13.789999999999997,2387.0,0.0981,7.8,7.8,591.0,2.5,0,0,0,0,0,0,1,0,0,0,1
24122,13.79,1410.0,0.0628,7.7,7.7,457.0,2.3,0,0,0,0,0,0,1,0,0,0,1
24123,3.96,4055.0,0.0858,5.6,5.6,432.0,3.2,0,0,0,0,0,0,1,0,0,0,1
24124,15.51,2000.0,,1.9,1.9,1450.0,7.7,0,0,0,0,0,0,1,0,0,0,1
24125,13.79,2055.0,,11.1,11.1,457.0,2.3,0,0,0,0,0,0,0,1,0,0,1
24126,13.79,1046.0,,7.8,7.8,591.0,3.9,0,0,0,0,0,0,1,0,0,0,1
24127,6.89,5533.0,-0.0071,6.4,25.85922834380474,914.0,3.0,0,1,0,0,0,0,0,0,0,0,0
24128,13.79,2007.0,0.1533,10.1,10.1,457.0,1.8,0,0,0,0,0,0,1,0,0,0,1
24129,6.889999999999999,3425.8,,23.6,23.6,1972.0,2.9,0,0,0,0,0,0,1,0,0,0,1
24130,13.79,4069.0,,9.3,9.3,1727.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24131,6.86,2034.0,0.1648,8.65351919561243,14.764067574795769,432.0,5.8,0,0,0,0,0,0,1,0,0,0,1
24132,6.89,5832.0,0.0102,10.3,10.3,762.0,6.6,0,0,0,0,0,0,1,0,0,0,1
24133,6.89,1301.0,0.1671,37.5,37.5,1953.0,1.4,0,0,0,0,0,0,1,0,0,0,1
24134,4.13,3838.0,0.1332,8.65351919561243,14.764067574795769,864.0,7.7,0,0,0,0,0,0,1,0,0,0,1
24135,6.889999999999999,7500.0,,23.6,23.6,1972.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24136,6.89,3341.6,,37.5,37.5,1953.0,3.1,0,0,0,0,0,0,1,0,0,0,1
24137,17.24,2875.0,-0.1285,8.65351919561243,14.764067574795769,152.0,4.5,0,0,0,0,0,0,1,0,0,0,1
24138,13.79,4964.0,-0.2834,4.7,4.7,318.0,6.6,0,0,0,0,0,0,1,0,0,0,1
24139,3.45,3194.8,-0.0416,3.6,3.6,76.0,8.9,0,0,0,0,0,0,1,0,0,0,1
24140,12.431999999999999,3404.0,0.0787,8.65351919561243,14.764067574795769,295.0,2.3,0,0,0,0,0,0,1,0,0,0,1
24141,13.79,1600.0,0.0886,3.6,3.6,76.0,2.3,0,0,0,0,0,0,1,0,0,0,1
24142,8.96,4069.0,0.1203,11.5,11.5,1524.0,2.0,0,0,0,0,0,0,1,0,0,0,1
24143,10.34,6200.0,-0.1179,10.3,10.3,762.0,3.3,0,0,0,0,0,0,1,0,0,0,1
24144,12.07,3252.2,,1.9,1.9,260.8,2.5,0,0,0,0,0,0,1,0,0,0,1
24145,13.79,6157.0,,3.6,3.6,76.0,3.7,0,0,0,0,0,0,1,0,0,0,1
24146,13.79,1356.0,0.0406,7.7,7.7,457.0,1.3,0,0,0,0,0,0,0,1,0,0,1
24147,15.51,2731.0,-0.015,5.6,15.2,2134.0,2.6,0,0,0,0,0,0,0,0,0,0,0
24148,10.501999999999999,1000.0,,15.0,120.0,427.0,4.6,0,0,0,0,0,1,0,0,0,1,0
24149,13.789999999999997,3998.0,,5.6,15.2,2134.0,2.3,0,0,0,0,0,0,0,0,0,0,0
24150,13.79,7473.0,,4.7,4.7,318.0,8.0,0,0,0,0,0,0,1,0,0,0,1
24151,6.89,833.0,,12.7,38.1,737.0,4.3,0,1,0,0,0,0,0,0,0,0,0
24152,12.07,2428.0,,1.9,1.9,696.0,2.3,0,0,0,0,0,0,1,0,0,0,1
24153,7.0,4047.0,0.0027,5.6,5.6,432.0,2.3,0,0,0,0,0,0,1,0,0,0,1
24154,9.68,5615.0,0.0035,12.7,38.1,914.0,4.3,0,1,0,0,0,0,0,0,0,0,0
24155,15.51,2116.0,,1.9,1.9,2134.0,3.1,0,0,0,0,0,0,1,0,0,0,1
24156,18.27,1896.4,-0.0665,3.0,3.0,35.0,2.4,0,0,0,0,0,0,1,0,0,0,1
24157,13.79,2550.0,-0.1381,7.7,7.7,457.0,8.0,0,0,0,0,0,0,1,0,0,0,1
24158,11.07,2034.0,0.0656,11.5,11.5,914.0,2.5,0,0,0,0,0,0,1,0,0,0,1
24159,12.064,1655.0,0.0214,8.65351919561243,14.764067574795769,457.0,2.4,0,0,0,0,0,0,1,0,0,0,1
24160,20.0,3861.0,-0.2306,10.0,10.0,1650.0,5.8,0,0,0,0,1,0,0,0,0,0,1
24161,12.0,1000.0,-0.0975,10.0,10.0,660.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24162,6.89,5588.0,-0.0801,6.4,15.9,914.0,4.8,0,1,0,0,0,0,0,0,0,0,0
24163,15.51,3669.0,-0.0279,5.6,15.2,2134.0,1.9,0,0,0,0,0,0,0,0,0,0,0
24164,17.24,4042.0,-0.1488,8.65351919561243,14.764067574795769,152.0,3.8,0,0,0,0,0,0,1,0,0,0,1
24165,6.89,7554.0,-0.0408,10.3,10.3,762.0,3.5,0,0,0,0,0,0,1,0,0,0,1
24166,0.51,4700.0,,3.0,3.0,100.0,9.3,1,0,0,0,0,0,0,0,0,0,1
24167,9.867999999999999,2767.0,,12.7,38.1,914.0,2.5,0,0,0,0,0,0,1,0,0,0,0
24168,13.79,3784.0,-0.3246,4.7,4.7,1255.2,3.4,0,0,0,0,0,0,1,0,0,0,1
24169,9.68,1354.0,0.0749,5.6,15.2,2134.0,3.5,0,0,0,0,0,0,0,0,0,0,0
24170,13.79,3997.0,-0.0629,10.0,10.0,1300.0,3.2,0,0,0,0,1,0,0,0,0,0,1
24171,7.715999999999999,2495.0,,22.68,96.3,1778.0,2.1,0,1,0,0,0,0,0,0,0,0,0
24172,13.79,3662.0,-0.0202,5.6,15.2,2134.0,2.9,0,0,0,0,0,0,0,0,0,0,0
24173,13.79,4136.0,-0.1224,5.6,5.6,216.0,3.4,0,0,0,0,0,0,1,0,0,0,1
24174,15.51,3743.0,0.0028,1.9,1.9,152.0,1.8,0,0,0,0,0,0,1,0,0,0,1
24175,3.45,1316.0,-0.1488,3.6,3.6,76.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24176,13.79,7975.0,-0.0083,4.7,4.7,318.0,5.4,0,0,0,0,0,0,1,0,0,0,1
24177,13.79,1904.0,0.1847,3.0,3.0,2134.0,1.4,0,0,0,0,0,0,1,0,0,0,1
24178,6.89,4069.0,,4.6,4.6,216.0,5.6,0,0,0,0,0,0,1,0,0,0,1
24179,13.79,2007.0,,4.7,4.7,305.0,8.1,0,0,0,0,0,0,1,0,0,0,1
24180,13.79,4069.0,,1.9,1.9,152.0,3.8,0,0,0,0,0,0,1,0,0,0,1
24181,13.79,4092.0,,9.5,9.5,1836.0,1.0,0,0,0,0,0,0,0,0,1,0,1
24182,9.68,4362.6,0.0384,12.7,42.3,1086.8,3.4,0,1,0,0,0,0,0,0,0,0,0
24183,6.9,2807.0,,6.4,15.9,914.0,3.4,0,1,0,0,0,0,0,0,0,0,0
24184,13.79,3689.0,0.0863,1.9,1.9,696.0,1.8,0,0,0,0,0,0,1,0,0,0,1
24185,6.83,3701.0,0.1674,10.8,10.8,432.0,2.8,0,0,0,0,0,0,1,0,0,0,1
24186,8.3,1519.0,,12.7,42.3,1778.0,2.4,0,1,0,0,0,0,0,0,0,0,0
24187,18.96,2197.0,,1.9,1.9,152.0,3.9,0,0,0,0,0,0,1,0,0,0,1
24188,5.578,3838.0,,10.8,10.8,864.0,3.5,0,0,0,0,0,0,1,0,0,0,1
24189,7.0,5479.0,-0.0225,10.8,10.8,864.0,4.9,0,0,0,0,0,0,1,0,0,0,1
24190,11.03,1858.0,,9.3,9.3,762.0,1.2,0,0,0,0,0,0,1,0,0,0,1
24191,13.79,2055.0,0.0081,8.65351919561243,14.764067574795769,457.0,2.9,0,0,0,0,0,0,1,0,0,0,1
24192,9.148,2306.0,0.0709,4.6,4.6,229.0,2.6,0,0,0,0,0,0,1,0,0,0,1
24193,4.13,2292.0,-0.0092,12.7,42.3,1778.0,3.5,0,1,0,0,0,0,0,0,0,0,0
24194,13.79,3201.0,-0.0833,4.7,4.7,318.0,2.0,0,0,0,0,0,0,1,0,0,0,1
24195,6.72,2034.0,-0.1208,10.8,10.8,432.0,3.9,0,0,0,0,0,0,1,0,0,0,1
24196,6.204,4069.0,0.0637,5.6,5.6,432.0,6.0,0,0,0,0,0,0,1,0,0,0,1
24197,6.89,2990.2,-0.0306,23.6,23.6,1271.8,4.9,0,0,0,0,0,0,1,0,0,0,1
24198,9.68,5615.0,,6.4,15.9,914.0,2.0,0,0,0,0,0,0,1,0,0,0,0
24199,6.96,2292.0,0.0593,12.7,42.3,2743.0,2.1,0,1,0,0,0,0,0,0,0,0,0
24200,15.17,2776.0,,8.65351919561243,14.764067574795769,1836.0,1.6,0,0,0,0,0,0,0,0,1,0,1
24201,9.68,5598.6,-0.0262,6.4,15.9,914.0,3.2,0,1,0,0,0,0,0,0,0,0,0
24202,17.24,6781.0,,1.9,1.9,696.0,2.2,0,0,0,0,0,0,1,0,0,0,1
24203,12.41,2760.0,0.0441,4.7,4.7,305.0,2.7,0,0,0,0,0,0,1,0,0,0,1
24204,13.79,1533.0,,8.65351919561243,14.764067574795769,2134.0,2.2,0,0,0,1,0,0,0,0,0,0,1
24205,18.272000000000002,3296.0,0.1005,1.9,1.9,696.0,2.2,0,0,0,0,0,0,1,0,0,0,1
24206,13.79,4204.0,,4.7,4.7,318.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24207,13.79,5547.0,,8.65351919561243,14.764067574795769,318.0,3.0,0,0,0,0,0,0,1,0,0,0,1
24208,6.89,1519.0,0.1272,12.7,42.3,1232.6,3.0,0,1,0,0,0,0,0,0,0,0,0
24209,10.0,1000.0,0.1228,10.0,10.0,565.0,1.3,0,0,0,0,1,0,0,0,0,0,1
24210,13.79,1682.0,0.0101,7.7,7.7,457.0,2.1,0,0,0,0,0,0,0,1,0,0,1
24211,15.51,3553.0,-0.0466,8.65351919561243,14.764067574795769,152.0,3.2,0,0,0,0,0,0,1,0,0,0,1
24212,11.052,1345.0,0.1356,5.6,15.2,2134.0,2.3,0,0,0,0,0,0,0,0,0,0,0
24213,13.79,4096.0,0.0334,11.1,11.1,457.0,2.8,0,0,0,0,0,0,0,1,0,0,1
24214,13.79,2862.0,0.0852,4.7,4.7,318.0,2.4,0,0,0,0,0,0,1,0,0,0,1
24215,6.89,4096.0,,10.8,10.8,864.0,4.0,0,0,0,0,0,0,1,0,0,0,1
24216,10.34,6539.8,,10.3,10.3,762.0,5.7,0,0,0,0,0,0,1,0,0,0,1
24217,13.79,2061.0,,8.65351919561243,14.764067574795769,591.0,2.1,0,0,0,0,0,0,1,0,0,0,1
24218,13.79,1994.0,0.0893,7.7,7.7,457.0,1.6,0,0,0,0,0,0,0,1,0,0,1
24219,13.79,5262.0,,5.7,5.7,625.0,5.0,0,0,0,0,0,0,1,0,0,0,1
24220,3.45,6049.0,,10.3,10.3,762.0,6.6,0,0,0,0,0,0,1,0,0,0,1
24221,15.169999999999998,2089.0,-0.1331,8.65351919561243,14.764067574795769,152.0,2.4,0,0,0,0,0,0,1,0,0,0,1
24222,13.79,2197.0,-0.0874,1.9,1.9,696.0,3.8,0,0,0,0,0,0,1,0,0,0,1
24223,13.79,5588.0,0.0633,4.7,4.7,318.0,3.8,0,0,0,0,0,0,1,0,0,0,1
24224,9.672,4069.0,,9.3,9.3,762.0,2.7,0,0,0,0,0,0,1,0,0,0,1
24225,16.0,4706.4,-0.1392,8.65351919561243,14.764067574795769,914.0,2.7,0,0,0,0,1,0,0,0,0,0,1
24226,10.34,7893.0,-0.1491,10.3,10.3,762.0,4.7,0,0,0,0,0,0,1,0,0,0,1
24227,6.79,4069.0,0.1323,10.8,10.8,432.0,3.3,0,0,0,0,0,0,1,0,0,0,1
24228,6.79,1899.0,0.0893,10.8,10.8,432.0,4.6,0,0,0,0,0,0,1,0,0,0,1
24229,6.86,4069.0,0.0136,8.65351919561243,14.764067574795769,432.0,5.5,0,0,0,0,0,0,1,0,0,0,1
24230,13.79,4787.0,-0.0198,4.7,4.7,318.0,6.8,0,0,0,0,0,0,1,0,0,0,1
24231,13.79,1655.0,,7.7,7.7,457.0,2.2,0,0,0,0,0,0,1,0,0,0,1
24232,11.03,3677.0,0.0797,5.6,15.2,2134.0,2.3,0,0,0,0,0,0,0,0,0,0,0
24233,18.96,2821.0,-0.0058,1.9,1.9,152.0,3.1,0,0,0,0,0,0,1,0,0,0,1
24234,15.51,2821.0,-0.0058,8.65351919561243,14.764067574795769,152.0,2.0,0,0,0,0,0,0,1,0,0,0,1
24235,13.79,1397.0,-0.0424,4.7,4.7,482.8,3.4,0,0,0,0,0,0,1,0,0,0,1
24236,11.07,4069.0,0.0766,11.5,11.5,1143.0,2.3,0,0,0,0,0,0,1,0,0,0,1
24237,0.2,2000.0,-0.1521,8.65351919561243,14.764067574795769,10.0,8.2,0,0,0,0,0,1,0,0,0,0,1
24238,9.68,1747.2,0.0403,12.7,42.3,1778.0,4.6,0,1,0,0,0,0,0,0,0,0,0
24239,6.89,6446.4,-0.0438,10.3,10.3,794.0,7.7,0,0,0,0,0,0,1,0,0,0,1
24240,13.79,6400.0,,4.7,4.7,318.0,1.4,0,0,0,0,0,0,1,0,0,0,1
24241,10.34,3974.0,-0.0008,8.65351919561243,14.764067574795769,762.0,4.0,0,0,0,0,0,0,1,0,0,0,1
24242,12.0,1000.0,-0.0198,8.65351919561243,14.764067574795769,565.0,4.1,0,0,0,0,1,0,0,0,0,0,1
24243,13.79,2707.0,0.0179,5.6,15.2,2134.0,5.0,0,0,0,0,0,0,0,0,0,0,0
24244,18.0,340.0,-0.1392,10.0,10.0,1368.6,1.6,0,0,0,0,1,0,0,0,0,0,1
24245,6.89,4001.0,-0.0415,8.65351919561243,14.764067574795769,1872.0,5.8,0,0,0,0,0,0,1,0,0,0,1
24246,3.96,3974.0,0.1383,8.65351919561243,14.764067574795769,864.0,4.4,0,0,0,0,0,0,1,0,0,0,1
24247,9.654,5249.0,-0.0596,5.7,5.7,625.0,5.9,0,0,0,0,0,0,1,0,0,0,1
24248,13.79,1492.0,,8.65351919561243,14.764067574795769,591.0,2.2,0,0,0,0,0,0,1,0,0,0,1
24249,12.07,3852.0,-0.0443,1.9,1.9,152.0,12.8,0,0,0,0,0,0,1,0,0,0,1
24250,6.89,5520.0,0.0436,12.7,38.1,914.0,2.0,0,1,0,0,0,0,0,0,0,0,0
24251,16.0,2731.0,-0.0601,10.0,10.0,893.0,2.1,0,0,0,0,1,0,0,0,0,0,1
24252,6.83,1370.0,,10.8,10.8,635.0,5.0,0,0,0,0,0,0,1,0,0,0,1
24253,8.96,4069.0,0.0787,11.5,11.5,1524.0,2.8,0,0,0,0,0,0,1,0,0,0,1
24254,10.0,1944.0,-0.0868,10.0,10.0,498.0,3.0,0,0,0,0,1,0,0,0,0,0,1
24255,10.34,5547.0,-0.1403,10.3,10.3,762.0,5.9,0,0,0,0,0,0,1,0,0,0,1
24256,3.86,4123.0,,10.8,10.8,432.0,4.5,0,0,0,0,0,0,1,0,0,0,1
24257,6.89,4069.0,0.0196,10.8,10.8,864.0,4.3,0,0,0,0,0,0,1,0,0,0,1
24258,6.89,3795.0,,12.4,12.4,610.0,2.6,0,0,0,0,0,0,1,0,0,0,1
24259,10.34,5361.0,,10.3,10.3,762.0,2.8,0,0,0,0,0,0,1,0,0,0,1
24260,9.68,1519.0,-0.0361,12.7,42.3,1778.0,3.7,0,1,0,0,0,0,0,0,0,0,0
24261,3.45,3811.0,0.0081,8.65351919561243,14.764067574795769,762.0,4.2,0,0,0,0,0,0,1,0,0,0,1
24262,14.876,1844.0,-0.03,1.9,1.9,152.0,1.9,0,0,0,0,0,0,1,0,0,0,1
24263,12.07,2441.0,,1.9,1.9,696.0,2.4,0,0,0,0,0,0,1,0,0,0,1
24264,6.79,3838.0,0.0005,10.8,10.8,432.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24265,17.24,2728.8,-0.0754,1.9,1.9,696.0,2.7,0,0,0,0,0,0,1,0,0,0,1
24266,8.266,2034.0,,8.65351919561243,14.764067574795769,762.0,2.9,0,0,0,0,0,0,1,0,0,0,1
24267,13.79,746.0,-0.0846,4.7,4.7,318.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24268,15.17,2772.0,,9.5,9.5,1836.0,1.4,0,0,0,0,0,0,0,0,1,0,1
24269,7.717999999999999,7907.0,0.0379,10.3,10.3,762.0,4.7,0,0,0,0,0,0,1,0,0,0,1
24270,9.71,2740.0,-0.0102,12.7,38.1,914.0,5.1,0,1,0,0,0,0,0,0,0,0,0
24271,13.79,1336.0,0.0214,7.7,7.7,457.0,2.5,0,0,0,0,0,0,0,1,0,0,1
24272,18.0,2875.0,0.1103,10.0,10.0,1650.0,1.8,0,0,0,0,0,0,1,0,0,0,1
24273,13.789999999999997,4259.0,0.0885,8.65351919561243,14.764067574795769,318.0,3.7,0,0,0,0,0,0,1,0,0,0,1
24274,11.0,4069.0,0.0598,11.5,11.5,1524.0,3.6,0,0,0,0,0,0,1,0,0,0,1
24275,3.45,5907.8,-0.0071,8.65351919561243,14.764067574795769,762.0,4.8,0,0,0,0,0,0,1,0,0,0,1
24276,13.79,1736.0,,7.8,7.8,591.0,2.2,0,0,0,0,0,0,1,0,0,0,1
24277,15.51,3997.0,0.0551,5.6,15.2,2134.0,3.1,0,0,0,0,0,0,1,0,0,0,0
24278,13.79,821.0,0.0926,7.8,7.8,591.0,2.2,0,0,0,0,0,0,1,0,0,0,1
24279,13.79,1200.0,0.0145,11.1,11.1,457.0,2.8,0,0,0,0,0,0,0,1,0,0,1
24280,9.68,1747.2,,12.7,42.3,1778.0,5.1,0,1,0,0,0,0,0,0,0,0,0
24281,9.71,815.0,0.0275,12.7,38.1,914.0,3.2,0,0,0,0,0,0,1,0,0,0,0
24282,9.68,549.0,0.0511,8.65351919561243,14.764067574795769,1224.2,2.7,0,0,0,0,0,0,1,0,0,0,1
24283,13.79,2055.0,,7.7,7.7,457.0,4.4,0,0,0,0,0,0,0,1,0,0,1
24284,6.89,2767.0,-0.0103,6.4,15.9,914.0,3.8,0,1,0,0,0,0,0,0,0,0,0
24285,11.03,1344.0,0.0568,5.6,15.2,2134.0,1.3,0,0,0,0,0,0,0,0,0,0,0
24286,6.856,1750.0,,8.5,22.3,2591.0,2.1,0,1,0,0,0,0,0,0,0,0,0
24287,6.93,3458.0,,10.8,10.8,648.0,4.8,0,0,0,0,0,0,1,0,0,0,1
24288,3.86,3797.0,,10.8,10.8,432.0,4.8,0,0,0,0,0,0,1,0,0,0,1
